gene	target_gene	network	name	pfam	expression_tpm	expression_lfc	target_name	target_pfam	target_expression_tpm	target_expression_lfc	motif	motif_score	footprint_score	expression_correlation	target_TF
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_001632402.3	Elav+Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	FA_desaturase:like:FADS1/FADS2	FA_desaturase/	2610.75	2.36705802892985	ARCH1151	8.15046	21.07502	0.915286650191581	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_001627750.3	Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	""	""	4662.25	0.263225751340751	ARCH1151	8.28502	20.98707	0.223516449192328	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_032364830.2	Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	Thioredoxin domain-containing	Thioredoxin_7/	14435.25	3.0863082906749	ARCH1151	9.60356	20.7197	0.927600703181764	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_048721813.1	Elav+Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	BTB:IBTK	BTB.HG14.1:IBTK	658.75	0.589337851104787	ARCH1151	7.65537	18.87369	0.464857984394481	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_032362102.2	Elav+Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	""	""	5109	1.97873025190766	ARCH1151	12.49412	18.77438	0.887181611077404	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_001636053.3	Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	N-acylaminoacyl-peptide hydrol	Peptidase_S9/	6408.75	0.662905007322709	ARCH1151	8.32553	18.43156	0.607047604896404	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_001627986.3	Elav+Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	Tubulin beta-4B chain	Tubulin/Tubulin_C/	76643.5	0.372677802617295	ARCH1151	9.56827	18.24668	-0.182507704685297	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_032386959.2	Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	Fibrillin-2	EGF_CA/EGF_CA/	1759.5	3.5075978027637	ARCH1151	7.97776	17.60802	0.961788298757117	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_001637201.3	Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	Uncharacterized protein	Frag1/	1309.5	3.01010144399558	ARCH1151	10.43041	17.30239	0.389916076822043	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_032373797.2	Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	""	""	7603.75	3.98432069438057	ARCH1151	7.89535	17.15648	0.922059659613726	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_048724767.1	Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	F-box/WD repeat-containing pro	WD40/WD40/WD40/	3877.5	2.01855856685879	ARCH1151	8.70282	16.72952	0.925611523579122	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_001637026.3	Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	Actin, cytoplasmic 2	Actin/	165160.75	0.381277471178496	ARCH1151	8.39301	16.00152	0.0682214682265478	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_v1g112848	Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	p8 protein (Candidate of metas	Phospho_p8/	12826.5	6.38573736673092	ARCH1151	8.90555	15.91394	0.881039201256901	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_001630742.3	Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	ANF_receptor:like:GRM1/GRM2/GR	ANF_receptor/NCD3G/	4577.75	4.72403032747172	ARCH1151	8.90555	15.91394	0.950962063420135	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_048731647.1	Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	zf-C2H2.HG36.2:ZNF425	ZNF425	911.5	0.677151868518845	ARCH1151	11.09147	15.71333	0.435658768864699	TRUE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_001633854.3	Elav+Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	GPCR-glutamate:like:GABBR1/GAB	7tm_3/	4313.25	0.37649509772639	ARCH1151	8.72698	15.58025	-0.166775183577854	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_001628700.3	Elav+Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	RAB2, member RAS oncogene fami	Ras/	11444	0.663070706289042	ARCH1151	7.53667	15.37197	0.520684216416225	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_032378291.2	Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	Neuropathy target esterase	cNMP_binding/cNMP_binding/cNMP	4089.25	2.30552729899216	ARCH1151	8.62779	15.0137	0.970994888294578	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_048720925.1	Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	HCG1983504	Tubulin/	14237	3.18497347106747	ARCH1151	8.55362	14.77726	0.863109091010314	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_032380374.2	Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	NvSoxA	SRY	9385	3.88919469286297	ARCH1151	12.61123	14.641	0.939116885708935	TRUE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_048724773.1	Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	""	""	5908.75	4.57674113454917	ARCH1151	11.01513	14.58784	0.84830512887616	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_032382399.2	Elav+Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	cDNA FLJ57182, highly similar	LIM/LIM/LIM/LIM/	4026.75	0.497457764841661	ARCH1151	9.23792	14.48682	0.52182837944286	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_032381222.2	Elav+Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	""	""	1286.25	0.0461974000089053	ARCH1151	8.37257	14.1629	0.0915868015832121	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_032381834.2	Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	""	""	1193.75	2.50723280548856	ARCH1151	8.31667	14.02678	0.926668082824613	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_001628369.3	Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	""	Profilin/	3310.75	5.43552235683773	ARCH1151	8.41671	13.87068	0.975586313857017	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_032363989.2	Elav+Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	ion-NaKCa:PKD2/PKD2L1/PKD2L2	ion-NaKCa.HG2.2:PKD2/PKD2L1/PK	25052	0.748971820524972	ARCH1151	8.59088	13.74386	0.251323879272604	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_001630924.3	Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	General transcription factor I	Tfb2/	1012.75	0.618369124746594	ARCH1151	11.06311	13.66826	0.807993373028403	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_001637260.3	Elav+Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	PID:PID1	PID.HG1.10:PID1	4904	3.15362864143903	ARCH1151	10.60376	13.62343	0.855806604213368	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_048729410.1	Elav+Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	""	""	1224.5	1.77133144086509	ARCH1151	8.96522	13.614	0.710721321352478	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_001633510.3	Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	E3 ubiquitin-protein ligase MA	RINGv/	1504.5	2.45124210114081	ARCH1151	10.8922	13.59551	0.954943366903915	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_032370846.2	Elav+Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	PID:APBB1/APBB2/APBB3	PID.HG3.1:APBB1/APBB2/APBB3	2664.5	0.484670297403964	ARCH1151	10.73552	13.51398	0.251419016512042	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_048723001.1	Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	""	""	144.75	0.292649489007223	ARCH1151	8.28562	13.44537	0.374828036060063	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_001637979.3	Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	Calretinin	EF-hand_7/EF-hand_6/EF-hand_6/	69633.75	5.24992933181708	ARCH1151	8.90555	13.25155	0.897708476827818	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_032382923.2	Elav+Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	E3 ubiquitin-protein ligase TR	Filamin/NHL/NHL/NHL/NHL/NHL/	1360	2.38812806632512	ARCH1151	10.94601	13.16332	0.0613507575599051	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_032386599.2	Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	Myosin light chain 1/3, skelet	EF-hand_7/	5144.5	1.0453723562086	ARCH1151	12.6123	12.96738	0.708937847752427	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_001620571.3	Elav+Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	Homer:like:WAS/WASL:likeclu:5	WH1/	1548.5	0.00875868580588637	ARCH1151	7.72953	12.84778	-0.133886840529505	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_032385991.2	Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	Family with sequence similarit	DUF1193/	7008.75	2.77258914498958	ARCH1151	10.82902	12.43601	0.969785353088469	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_032364698.2	Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	ion-NaKCa:like:KCND1/KCND2/KCN	BTB_2/Ion_trans/	6649.5	2.93316761080065	ARCH1151	7.58566	12.39194	0.969626658604333	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_032382798.2	Elav+Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	ion-neuro-gated:like:GABRA1/GA	Neur_chan_LBD/Neur_chan_memb/	796	1.39084791414614	ARCH1151	9.78087	11.97345	0.380454257125971	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_032364814.2	Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	zf-C2H2.HG1.35:FEZF1/FEZF2/GFI	FEZF1/FEZF2	7473.5	2.33750684954199	ARCH1151	7.50437	11.83154	0.980096513222144	TRUE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_001639804.3	Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	Sulfiredoxin-1	ParBc/	1771.75	3.80178279060348	ARCH1151	8.49896	11.48277	0.969900256133106	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_048725341.1	Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	""	""	7936.25	4.01052059285567	ARCH1151	8.49896	11.48277	0.921772721609406	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_001639764.3	Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	Alkaline ceramidase 2	Ceramidase/	5020.75	2.32353964486815	ARCH1151	8.40562	11.44262	0.956655386401139	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_032374849.2	Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	Beta-1,3-galactosyltransferase	Galactosyl_T/	140	0.539191680476676	ARCH1151	7.62265	11.1905	0.511897355854624	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_032364345.2	Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	Tripartite motif-containing pr	zf-C3HC4_2/zf-B_box/NHL/NHL/	663	0.0542957297519194	ARCH1151	8.66369	11.16716	0.281463043570927	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_NVE15383	Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	""	""	482	2.15469734947235	ARCH1151	7.6998	11.16655	0.823383823571094	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_001623818.3	Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	ion-NaKCa:like:KCNA1/KCNA2/KCN	BTB_2/Ion_trans/	1198	1.68873445181953	ARCH1151	7.6998	11.16655	0.635963825803338	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_032378150.2	Elav+Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	cDNA FLJ75267, highly similar	F5_F8_type_C/	1077.5	1.47021904452719	ARCH1151	9.08293	11.13356	0.852385449062718	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_048721230.1	Elav+Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	""	""	681.75	0.540041527157807	ARCH1151	9.24029	10.71197	-0.0435643617855605	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_048725509.1	Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	""	Gal_Lectin/	562	2.83256221925915	ARCH1151	7.2925	10.6702	0.952776826677081	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_032380186.2	Elav+Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	cDNA FLJ75224, highly similar	HSL_N/Abhydrolase_3/Abhydrolas	2066.25	0.138909392482969	ARCH1151	8.24108	10.66693	-0.054156702852471	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_032366118.2	Elav+Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	""	""	4404.75	1.78730413920972	ARCH1151	12.49412	10.60991	0.690972174023272	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_001633034.3	Elav+Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	Succinate dehydrogenase assemb	Sdh5/	1072	0.0128959181769978	ARCH1151	8.58828	10.52134	0.204754330116751	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_032384841.2	Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	UHRF1BP1 protein	""	22456.5	2.20993325362037	ARCH1151	10.9943	10.37784	0.938259753915355	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_032381641.2	Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	b(0,+)-type amino acid transpo	AA_permease_2/	32586.75	2.41237988916671	ARCH1151	8.57987	10.31388	0.967790772234959	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_001633494.3	Elav+Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	Tigger transposable element-de	DDE_1/	1396.25	0.245955882651763	ARCH1151	7.31832	10.28184	0.104001751836418	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_032361853.2	Elav+Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	""	""	18421	0.349220683394816	ARCH1151	7.37053	10.20102	0.350825618629473	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_001627393.3	Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	Transmembrane protein 185B	Tmemb_185A/	993.25	0.371724431465766	ARCH1151	8.95997	10.17205	0.227455902545073	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_032375196.2	Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	""	""	9838.75	1.53091606291669	ARCH1151	8.95997	10.17205	0.689892906163012	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_001624105.3	Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	Receptor expression-enhancing	TB2_DP1_HVA22/	40959.5	2.57242595346454	ARCH1151	8.50564	10.05867	0.884737562719926	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_032362240.2	Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	Synaptotagmin:MCTP1/MCTP2	Synaptotagmin.HG2.7:MCTP1/MCTP	92932.25	4.74961177881948	ARCH1151	8.54271	9.94493	0.91237474577292	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_001622410.3	Elav+Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	""	""	4050.25	0.114128350333291	ARCH1151	7.75439	9.93312	-0.202546018754974	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_032365296.2	Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	Cyclic nucleotide-binding doma	cNMP_binding/	1868	1.0868803720255	ARCH1151	10.73552	9.90331	0.801578791460099	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_032365297.2	Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	PRDM6	zf-C2H2.HG5.17:PRDM6	3493	2.00228489095919	ARCH1151	10.73552	9.90331	0.970406191046404	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_048726395.1	Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	""	""	5424.25	0.821660153238866	ARCH1151	8.53965	9.87238	0.762132324807729	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_001632526.3	Elav+Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	Tyrosine aminotransferase	Aminotran_1_2/	177.5	1.59124493635296	ARCH1151	7.92091	9.84716	0.324610204557771	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_032371328.2	Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	ion-neuro-gated:AC243734/AC254	ion-neuro-gated.HG1.3:AC243734	177.25	0.942163598026019	ARCH1151	8.49542	9.79717	0.612144626573439	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_032378796.2	Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	""	""	12791.5	3.0402638765701	ARCH1151	8.41671	9.56028	0.901958734144765	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_001631390.3	Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	NADH dehydrogenase [ubiquinone	Complex1_49kDa/	8032.25	0.0505055685535196	ARCH1151	8.06675	9.54717	0.307845549784963	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_NVE4959	Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	""	""	35553.5	4.32343108568598	ARCH1151	8.38197	9.39077	0.928381655887597	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_048728628.1	Elav+Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	Collagen:NA	Collagen/	2652	0.118624358086482	ARCH1151	10.94613	9.38679	0.215522461958102	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_032384233.2	Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	Kv channel interacting protein	EF-hand_8/EF-hand_7/	16740.25	1.98324883466702	ARCH1151	8.73803	9.17494	0.787702284906118	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_032370984.2	Elav+Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	AshA	""	3404.75	0.214794041300684	ARCH1151	10.43041	9.09517	0.0192656273103682	TRUE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_048724381.1	Elav+Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	""	""	8801.5	1.26139498614574	ARCH1151	8.31946	9.05995	0.413965239568223	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_032384009.2	Elav+Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	Afadin- and alpha-actinin-bind	Tctex-1/ADIP/ADIP/	3203	0.352049280197337	ARCH1151	8.19357	8.95403	0.276704038804833	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_048719754.1	Elav+Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	""	""	2922.75	0.746516829503043	ARCH1151	8.64291	8.95321	0.836829796843293	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_001635339.3	Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	cDNA FLJ61192, highly similar	Band_7/	11997.25	0.700333327847583	ARCH1151	8.60442	8.93622	0.680102577277159	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_032364017.2	Elav+Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	MAPK8IP3 protein	""	1789.75	0.0404446662652461	ARCH1151	10.94613	8.8897	-0.0375881090510437	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_032377802.2	Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	""	""	1208.5	5.26124396718981	ARCH1151	10.72035	8.8471	0.948394784430847	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_001636779.3	Elav+Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	Tubulin alpha-1C chain	Tubulin/Tubulin_C/	40830.25	3.51641922860276	ARCH1151	8.67035	8.70463	0.833585347923396	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_001629636.3	Elav+Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	""	""	890.75	0.681022854613186	ARCH1151	8.12689	8.69674	0.395427349068809	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_001640595.3	Elav+Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	F-box/LRR-repeat protein 7	F-box-like/	1836	0.245872148177547	ARCH1151	7.84763	8.65411	0.417063330752524	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_001624561.3	Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	NADH dehydrogenase [ubiquinone	Complex1_LYR/	3077.25	0.069797846911306	ARCH1151	8.01799	8.62141	0.225188326868615	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_032370693.2	Elav+Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	""	""	526.5	0.509474585770397	ARCH1151	10.82902	8.62053	-0.0269908139601335	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_032363678.2	Elav+Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	Patched:NA	Patched/Patched/	4370.25	2.23661988608448	ARCH1151	10.29649	8.60028	0.873122185589302	FALSE
Nvec_vc1.1_XM_032363992.2	Nvec_vc1.1_XM_001627799.3	Ncol	Pou4	POU4F1/POU4F2/POU4F3	16379	2.79867504708652	ZNF778 protein	zf-C2H2_4/zf-H2C2_2/zf-H2C2_2/	44415	5.40535756634406	ARCH1151	9.3549	8.54761	0.890119079309127	FALSE
