target_gene	target_pfam	target_name	tf	target_tpm	tf_gene	tf_pfam	tf_name	motif	tf_tpm	cor	reporterline	lines
Nvec_NVE21804	""	""	FALSE	320.893773531941	Nvec_vc1.1_XM_032375349.2	""	HLH.HG2.2:like:HES1/HES2/HES3/HES4/HES5/HES6/HES7:likeclu:13	ARCH1610_HLH_Tcf4	5.39661627443336	0.932148959051564	Ncol	Ncol+Elav
Nvec_NVE23986	""	""	FALSE	301.192551747862	Nvec_vc1.1_XM_032380374.2	""	HMGbox_Sox.HG1.12:like:BHMG1/SOX1/SOX2/SOX3/SOX14/SOX15/SOX21/SRY:likeclu:18/26/28	ARCH215_HMGbox_Sox_Sox1	348.533933421802	0.962228678822489	Ncol	Ncol
Nvec_NVE23986	""	""	FALSE	301.192551747862	Nvec_vc1.1_XM_032387167.2	FOXD3	Forkhead.HG1.16:FOXD1/FOXD2/FOXD3/FOXD4/FOXD4L1/FOXD4L3/FOXD4L4/FOXD4L5/FOXD4L6/FOXE1/FOXE3/FOXF1/FOXF2/FOXH1/FOXQ1	ARCH1922_Forkhead_FOXR2	119.319215975571	0.875828798504855	Ncol	Ncol
Nvec_NVE24623	""	""	FALSE	76.1445347307942	Nvec_vc1.1_XM_032367288.2	GATA2/GATA3	GATA.HG1.8:GATA1/GATA2/GATA3	ARCH7_GATA2_GATA3_Gata4	42.3478719557804	0.840860783093673	Ncol	Ncol
Nvec_NVE25571	""	Ferritin	FALSE	348.533933421802	Nvec_vc1.1_XM_032367288.2	GATA2/GATA3	GATA.HG1.8:GATA1/GATA2/GATA3	ARCH7_GATA2_GATA3_Gata4	42.3478719557804	0.80780776593046	Ncol	Ncol
Nvec_NVE25590	""	""	FALSE	265.985845713724	Nvec_vc1.1_XM_032363992.2	POU_POU4F1/POU_POU4F2/POU_POU4F3	Homeodomains.HG19.0:POU_POU4F1/POU_POU4F2/POU_POU4F3	ARCH1678_POU3F2_POU3F1_POU3F4_POU3F3	348.533933421802	0.802753073991426	Ncol	Ncol
Nvec_NVE25590	""	""	FALSE	265.985845713724	Nvec_vc1.1_XM_032380374.2	""	HMGbox_Sox.HG1.12:like:BHMG1/SOX1/SOX2/SOX3/SOX14/SOX15/SOX21/SRY:likeclu:18/26/28	ARCH215_HMGbox_Sox_Sox1	348.533933421802	0.936001172121539	Ncol	Ncol
Nvec_NVE2625	""	""	FALSE	259.94055734914	Nvec_vc1.1_XM_032375349.2	""	HLH.HG2.2:like:HES1/HES2/HES3/HES4/HES5/HES6/HES7:likeclu:13	ARCH1610_HLH_Tcf4	5.39661627443336	0.898895999181863	Ncol	Ncol+Elav
Nvec_NVE3356	""	""	FALSE	44.6245227392873	Nvec_vc1.1_XM_001634550.3	""	HLH.HG2.5:like:HES1/HES2/HES3/HES4/HES5/HES6/HES7:likeclu:13	ARCH691_HLH_TCF3	3.40135495168051	0.850398100365738	Ncol	Ncol
Nvec_NVE4530	""	""	FALSE	7.85844140922788	Nvec_vc1.1_XM_032367288.2	GATA2/GATA3	GATA.HG1.8:GATA1/GATA2/GATA3	ARCH7_GATA2_GATA3_Gata4	42.3478719557804	0.94218491013628	Ncol	Ncol
Nvec_NVE4974	DUF4500/	Small integral membrane protein 8	FALSE	224.508004735859	Nvec_vc1.1_XM_048729815.1	ZFP42	zf-C2H2.HG12.2:YY1/YY2/ZFP42	ARCH458_ZFP42_YY1	37.0723845108665	0.805952177296179	Ncol	Ncol+Elav+Fox
Nvec_NVE5783	""	""	FALSE	16.8844832668571	Nvec_vc1.1_XM_032380334.2	islike:RFX6	RFX.HG1.0:RFX4/RFX6/RFX8	ARCH467_islike_RFX6_Rfx	6.99426259797727	0.890651388199666	Ncol	Ncol+Elav+Fox
Nvec_NVE8182	""	""	FALSE	187.690874397252	Nvec_vc1.1_XM_032363992.2	POU_POU4F1/POU_POU4F2/POU_POU4F3	Homeodomains.HG19.0:POU_POU4F1/POU_POU4F2/POU_POU4F3	ARCH1678_POU3F2_POU3F1_POU3F4_POU3F3	348.533933421802	0.931438363568553	Ncol	Ncol+Elav+Fox
Nvec_NVE8182	""	""	FALSE	187.690874397252	Nvec_vc1.1_XM_032365297.2	PRDM6	zf-C2H2.HG5.17:PRDM6	ARCH1706_zf_C2H2_CG12605	36.022279471924	0.905895546371476	Ncol	Ncol+Fox
Nvec_v1g103920	""	""	FALSE	0.173540506730229	Nvec_vc1.1_XM_001647471.3	PRD_CRX/PRD_OTX1/PRD_OTX2	Homeodomains.HG2.45:PRD_CRX/PRD_OTX1/PRD_OTX2	ARCH1134_prd	6.9135073178512	0.827077237566043	Ncol	Ncol
Nvec_v1g103920	""	""	FALSE	0.173540506730229	Nvec_vc1.1_XM_032373618.2	""	Homeodomains.HG7.3:like:ANTP_NKX2-1/ANTP_NKX2-2/ANTP_NKX2-3/ANTP_NKX2-4/ANTP_NKX2-5/ANTP_NKX2-6/ANTP_NKX2-8/ANTP_NKX3-1/ANTP_NKX3-2:likeclu:5/8/10/12	ARCH1122_Homeodomains_NKX2_8_Abd_B	58.4544793364164	0.823221410255736	Ncol	Ncol+Elav
Nvec_v1g112848	Phospho_p8/	p8 protein (Candidate of metastasis 1)	FALSE	348.533933421802	Nvec_vc1.1_XM_032375349.2	""	HLH.HG2.2:like:HES1/HES2/HES3/HES4/HES5/HES6/HES7:likeclu:13	ARCH1610_HLH_Tcf4	5.39661627443336	0.903123462383773	Ncol	Ncol
Nvec_v1g112848	Phospho_p8/	p8 protein (Candidate of metastasis 1)	FALSE	348.533933421802	Nvec_vc1.1_XM_032387167.2	FOXD3	Forkhead.HG1.16:FOXD1/FOXD2/FOXD3/FOXD4/FOXD4L1/FOXD4L3/FOXD4L4/FOXD4L5/FOXD4L6/FOXE1/FOXE3/FOXF1/FOXF2/FOXH1/FOXQ1	ARCH1922_Forkhead_FOXR2	119.319215975571	0.816691830913762	Ncol	Ncol
Nvec_v1g131067	Ribosomal_L30/	39S ribosomal protein L30, mitochondrial	FALSE	88.4832571040793	Nvec_vc1.1_XM_048729815.1	ZFP42	zf-C2H2.HG12.2:YY1/YY2/ZFP42	ARCH458_ZFP42_YY1	37.0723845108665	0.854059153177253	Ncol	Ncol+Elav+Fox
Nvec_v1g139887	EF-hand_7/EF-hand_7/	Calmodulin	FALSE	96.6979024988488	Nvec_vc1.1_XM_032363992.2	POU_POU4F1/POU_POU4F2/POU_POU4F3	Homeodomains.HG19.0:POU_POU4F1/POU_POU4F2/POU_POU4F3	ARCH1678_POU3F2_POU3F1_POU3F4_POU3F3	348.533933421802	0.957988698833873	Ncol	Ncol
Nvec_v1g139887	EF-hand_7/EF-hand_7/	Calmodulin	FALSE	96.6979024988488	Nvec_vc1.1_XM_032387167.2	FOXD3	Forkhead.HG1.16:FOXD1/FOXD2/FOXD3/FOXD4/FOXD4L1/FOXD4L3/FOXD4L4/FOXD4L5/FOXD4L6/FOXE1/FOXE3/FOXF1/FOXF2/FOXH1/FOXQ1	ARCH1922_Forkhead_FOXR2	119.319215975571	0.939530583628697	Ncol	Ncol
Nvec_v1g160811	""	""	FALSE	348.533933421802	Nvec_vc1.1_XM_032367288.2	GATA2/GATA3	GATA.HG1.8:GATA1/GATA2/GATA3	ARCH7_GATA2_GATA3_Gata4	42.3478719557804	0.838435126972979	Ncol	Ncol+Elav+Fox
Nvec_v1g196131	SNF/	Sodium-dependent neutral amino acid transporter SLC6A17	FALSE	118.968263943997	Nvec_vc1.1_XM_032363992.2	POU_POU4F1/POU_POU4F2/POU_POU4F3	Homeodomains.HG19.0:POU_POU4F1/POU_POU4F2/POU_POU4F3	ARCH1678_POU3F2_POU3F1_POU3F4_POU3F3	348.533933421802	0.876682249446479	Ncol	Ncol+Fox
Nvec_v1g196131	SNF/	Sodium-dependent neutral amino acid transporter SLC6A17	FALSE	118.968263943997	Nvec_vc1.1_XM_032387167.2	FOXD3	Forkhead.HG1.16:FOXD1/FOXD2/FOXD3/FOXD4/FOXD4L1/FOXD4L3/FOXD4L4/FOXD4L5/FOXD4L6/FOXE1/FOXE3/FOXF1/FOXF2/FOXH1/FOXQ1	ARCH1922_Forkhead_FOXR2	119.319215975571	0.910603615322064	Ncol	Ncol+Elav+Fox
Nvec_v1g199202	7tm_1/	GPCR-rhodopsin:like:GPR27/GPR50/GPR85/GPR173:likeclu:48/49	FALSE	247.665287734673	Nvec_vc1.1_XM_001634550.3	""	HLH.HG2.5:like:HES1/HES2/HES3/HES4/HES5/HES6/HES7:likeclu:13	ARCH691_HLH_TCF3	3.40135495168051	0.909624690125839	Ncol	Ncol+Fox
Nvec_v1g199202	7tm_1/	GPCR-rhodopsin:like:GPR27/GPR50/GPR85/GPR173:likeclu:48/49	FALSE	247.665287734673	Nvec_vc1.1_XM_032363992.2	POU_POU4F1/POU_POU4F2/POU_POU4F3	Homeodomains.HG19.0:POU_POU4F1/POU_POU4F2/POU_POU4F3	ARCH1678_POU3F2_POU3F1_POU3F4_POU3F3	348.533933421802	0.893384238257447	Ncol	Ncol+Fox
Nvec_v1g199202	7tm_1/	GPCR-rhodopsin:like:GPR27/GPR50/GPR85/GPR173:likeclu:48/49	FALSE	247.665287734673	Nvec_vc1.1_XM_032387167.2	FOXD3	Forkhead.HG1.16:FOXD1/FOXD2/FOXD3/FOXD4/FOXD4L1/FOXD4L3/FOXD4L4/FOXD4L5/FOXD4L6/FOXE1/FOXE3/FOXF1/FOXF2/FOXH1/FOXQ1	ARCH1922_Forkhead_FOXR2	119.319215975571	0.835930832844511	Ncol	Ncol
Nvec_v1g199617	LicD/	Fukutin related protein	FALSE	4.16950188236685	Nvec_vc1.1_XM_032380334.2	islike:RFX6	RFX.HG1.0:RFX4/RFX6/RFX8	ARCH467_islike_RFX6_Rfx	6.99426259797727	0.907058225712298	Ncol	Ncol
Nvec_v1g201852	PID_2/	""	FALSE	43.2059506691579	Nvec_vc1.1_XM_032366733.2	""	Homeodomains.HG3.6:like:ANTP_CDX1/ANTP_CDX2/ANTP_CDX4/ANTP_EVX1/ANTP_EVX2/ANTP_GBX1/ANTP_GBX2/ANTP_GSX1/ANTP_GSX2/ANTP_HOXA1/ANTP_HOXA2/ANTP_HOXA3/ANTP_HOXA4/ANTP_HOXA5/ANTP_HOXA6/ANTP_HOXA7/ANTP_HOXA9/ANTP_HOXA10/ANTP_HOXA11/ANTP_HOXA13/ANTP_HOXB1/ANTP_HOXB2/ANTP_HOXB3/ANTP_HOXB4/ANTP_HOXB5/ANTP_HOXB6/ANTP_HOXB7/ANTP_HOXB8/ANTP_HOXB9/ANTP_HOXB13/ANTP_HOXC4/ANTP_HOXC5/ANTP_HOXC6/ANTP_HOXC8/ANTP_HOXC9/ANTP_HOXC10/ANTP_HOXC12/ANTP_HOXC13/ANTP_HOXD1/ANTP_HOXD3/ANTP_HOXD4/ANTP_HOXD8/ANTP_HOXD9/ANTP_HOXD10/ANTP_HOXD11/ANTP_HOXD12/ANTP_HOXD13/ANTP_MEOX1/ANTP_MEOX2/ANTP_MNX1/ANTP_MSX1/ANTP_MSX2/ANTP_PDX1:likeclu:0/2/7/8/9/10/11/12/15/18/20/23/24/25/26/27/28/29/31	ARCH1157_Homeodomains_Hoxa2_Hoxb4	74.8185701129702	0.9201175195868	Ncol	Ncol
Nvec_v1g219625	7tm_1/	GPCR-rhodopsin:like:GPR27/GPR50/GPR85/GPR173:likeclu:48/49	FALSE	71.6051885591629	Nvec_vc1.1_XM_032375349.2	""	HLH.HG2.2:like:HES1/HES2/HES3/HES4/HES5/HES6/HES7:likeclu:13	ARCH1610_HLH_Tcf4	5.39661627443336	0.8348603295577	Ncol	Ncol
Nvec_v1g219625	7tm_1/	GPCR-rhodopsin:like:GPR27/GPR50/GPR85/GPR173:likeclu:48/49	FALSE	71.6051885591629	Nvec_vc1.1_XM_032387167.2	FOXD3	Forkhead.HG1.16:FOXD1/FOXD2/FOXD3/FOXD4/FOXD4L1/FOXD4L3/FOXD4L4/FOXD4L5/FOXD4L6/FOXE1/FOXE3/FOXF1/FOXF2/FOXH1/FOXQ1	ARCH1922_Forkhead_FOXR2	119.319215975571	0.806214069105199	Ncol	Ncol
Nvec_v1g238275	""	""	FALSE	195.67247297208	Nvec_vc1.1_XM_032375349.2	""	HLH.HG2.2:like:HES1/HES2/HES3/HES4/HES5/HES6/HES7:likeclu:13	ARCH1610_HLH_Tcf4	5.39661627443336	0.933434598930269	Ncol	Ncol+Elav+Fox
Nvec_v1g239380	""	""	FALSE	39.4379935212478	Nvec_vc1.1_XM_032365297.2	PRDM6	zf-C2H2.HG5.17:PRDM6	ARCH1706_zf_C2H2_CG12605	36.022279471924	0.950573842664079	Ncol	Ncol
Nvec_v1g239381	""	""	FALSE	32.0530866449406	Nvec_vc1.1_XM_032365297.2	PRDM6	zf-C2H2.HG5.17:PRDM6	ARCH1706_zf_C2H2_CG12605	36.022279471924	0.888372737861135	Ncol	Ncol
Nvec_v1g242538	""	""	FALSE	80.7745544797723	Nvec_vc1.1_XM_032381270.2	zf-C2H2/zf-C2H2/zf-H2C2_2/zf-H2C2_2/	Transcriptional repressor scratch 1	ARCH1687_zf_C2H2_SCRT1_SCRT2	27.6340720383823	-0.809115508357788	Ncol	Ncol+Elav+Fox
Nvec_vc1.1_XM_001621716.3	DSPc/	Y_phosphatase:like:DUSP1/DUSP4/DUSP5:likeclu:6	FALSE	21.1841635281541	Nvec_vc1.1_XM_048729815.1	ZFP42	zf-C2H2.HG12.2:YY1/YY2/ZFP42	ARCH458_ZFP42_YY1	37.0723845108665	0.811436428227302	Ncol	Ncol+Elav+Fox
Nvec_vc1.1_XM_001621797.3	SIR2.HG5.0:SIRT7	SIR2:SIRT7	FALSE	43.4836733062943	Nvec_vc1.1_XM_032363992.2	POU_POU4F1/POU_POU4F2/POU_POU4F3	Homeodomains.HG19.0:POU_POU4F1/POU_POU4F2/POU_POU4F3	ARCH1678_POU3F2_POU3F1_POU3F4_POU3F3	348.533933421802	0.898076850180116	Ncol	Ncol
Nvec_vc1.1_XM_001621809.3	Metallophos/	Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform	FALSE	121.193195523796	Nvec_vc1.1_XM_001630336.3	NR2E1	zf-C4_Nuclear_receptors.HG1.29:NR2E1/NR2E3	ARCH157_NR2E1_Nr2e1_tll	3.31768642734783	0.810189763683586	Ncol	Ncol+Elav+Fox
Nvec_vc1.1_XM_001622452.3	Polysacc_deac_1/	""	FALSE	69.8916855163682	Nvec_vc1.1_XM_032365297.2	PRDM6	zf-C2H2.HG5.17:PRDM6	ARCH1706_zf_C2H2_CG12605	36.022279471924	0.808298095430215	Ncol	Ncol
Nvec_vc1.1_XM_001622537.3	P4Ha_N/2OG-FeII_Oxy/	Prolyl 4-hydroxylase subunit alpha-2	FALSE	31.1355085729936	Nvec_vc1.1_XM_032365297.2	PRDM6	zf-C2H2.HG5.17:PRDM6	ARCH1706_zf_C2H2_CG12605	36.022279471924	0.876991471193557	Ncol	Ncol
Nvec_vc1.1_XM_001622613.3	""	""	FALSE	152.303520142048	Nvec_vc1.1_XM_032363992.2	POU_POU4F1/POU_POU4F2/POU_POU4F3	Homeodomains.HG19.0:POU_POU4F1/POU_POU4F2/POU_POU4F3	ARCH1678_POU3F2_POU3F1_POU3F4_POU3F3	348.533933421802	0.961564337198054	Ncol	Ncol
Nvec_vc1.1_XM_001622929.3	Trypsin/	cDNA PSEC0048 fis, clone NT2RP2000028, highly similar to Serine protease 23	FALSE	42.2237170452644	Nvec_vc1.1_XM_032365297.2	PRDM6	zf-C2H2.HG5.17:PRDM6	ARCH1706_zf_C2H2_CG12605	36.022279471924	0.946520616680176	Ncol	Ncol
Nvec_vc1.1_XM_001623361.3	BTB_2/Ion_trans/	ion-NaKCa:like:KCND1/KCND2/KCND3:likeclu:1	FALSE	56.0877588229318	Nvec_vc1.1_XM_001634550.3	""	HLH.HG2.5:like:HES1/HES2/HES3/HES4/HES5/HES6/HES7:likeclu:13	ARCH691_HLH_TCF3	3.40135495168051	0.895057326454548	Ncol	Ncol
Nvec_vc1.1_XM_001623361.3	BTB_2/Ion_trans/	ion-NaKCa:like:KCND1/KCND2/KCND3:likeclu:1	FALSE	56.0877588229318	Nvec_vc1.1_XM_032363992.2	POU_POU4F1/POU_POU4F2/POU_POU4F3	Homeodomains.HG19.0:POU_POU4F1/POU_POU4F2/POU_POU4F3	ARCH1678_POU3F2_POU3F1_POU3F4_POU3F3	348.533933421802	0.885256946034406	Ncol	Ncol
Nvec_vc1.1_XM_001623361.3	BTB_2/Ion_trans/	ion-NaKCa:like:KCND1/KCND2/KCND3:likeclu:1	FALSE	56.0877588229318	Nvec_vc1.1_XM_032364331.2	""	TEA.HG1.0:like:TEAD1/TEAD2/TEAD3/TEAD4:likeclu:1	ARCH835_TEA_sd	63.2249003285397	0.809624560960006	Ncol	Ncol
Nvec_vc1.1_XM_001623361.3	BTB_2/Ion_trans/	ion-NaKCa:like:KCND1/KCND2/KCND3:likeclu:1	FALSE	56.0877588229318	Nvec_vc1.1_XM_032375349.2	""	HLH.HG2.2:like:HES1/HES2/HES3/HES4/HES5/HES6/HES7:likeclu:13	ARCH1610_HLH_Tcf4	5.39661627443336	0.919127400743917	Ncol	Ncol
Nvec_vc1.1_XM_001623507.3	GDI/	Rab GDP dissociation inhibitor alpha	FALSE	43.374620338072	Nvec_vc1.1_XM_032367288.2	GATA2/GATA3	GATA.HG1.8:GATA1/GATA2/GATA3	ARCH7_GATA2_GATA3_Gata4	42.3478719557804	0.946498262796919	Ncol	Ncol+Elav+Fox
Nvec_vc1.1_XM_001623523.3	CDP-OH_P_transf/	Selenoprotein I	FALSE	36.4176846967152	Nvec_vc1.1_XM_001627662.3	E2F4/E2F5	E2F_TDP.HG1.0:E2F4/E2F5	ARCH664_E2F7_E2F8_E2F4_E2F5_E2F2_E2F3	8.20594250224295	0.872833003106045	Ncol	Ncol+Elav+Fox
Nvec_vc1.1_XM_001623716.3	Histone/	Histone H3	FALSE	348.533933421802	Nvec_vc1.1_XM_032377897.2	ETV1/ETV4/ETV5	Ets.HG1.10:ETV1/ETV4/ETV5	ARCH346_Ets_GABPA_ELK4_ELK1_Elk1	14.1412203222944	0.836227491677483	Ncol	Ncol+Elav+Fox
Nvec_vc1.1_XM_001623734.3	SIR2.HG4.0:SIRT1	SIR2:SIRT1	FALSE	12.1565813396009	Nvec_vc1.1_XM_032363859.2	FOXP1/FOXP2/FOXP3/FOXP4	Forkhead.HG4.0:FOXP1/FOXP2/FOXP3/FOXP4	ARCH1479_FOXP1_FOXP2_FOXP3_FOXP4_zf_C2H2_FoxP_Aef1	8.70560562602323	0.838727322400455	Ncol	Ncol+Elav+Fox
Nvec_vc1.1_XM_001623756.3	PAM2/	Polyadenylate-binding protein-interacting protein 2B	FALSE	348.533933421802	Nvec_vc1.1_XM_032375349.2	""	HLH.HG2.2:like:HES1/HES2/HES3/HES4/HES5/HES6/HES7:likeclu:13	ARCH1610_HLH_Tcf4	5.39661627443336	0.889813998469958	Ncol	Ncol+Elav+Fox
Nvec_vc1.1_XM_001624046.3	""	Forkhead.HG3.0:like:FOXO1/FOXO3/FOXO4/FOXO6:likeclu:1	FALSE	13.6085352262362	Nvec_vc1.1_XM_001629694.3	XBP1	bZIP.HG7.0:XBP1	ARCH693_XBP1_FOS_FOSB_FOSL1_FOSL2_bZIP_FOSL1_FOSB_FOS_JDP2_Jdp2_Jra_kay_BATF3_ATF3_JUNB_JUN	348.533933421802	0.8536316313031	Ncol	Ncol+Fox
Nvec_vc1.1_XM_001624755.3	FUN14/	FUN14 domain-containing protein 1	FALSE	40.6785429103673	Nvec_vc1.1_XM_032375349.2	""	HLH.HG2.2:like:HES1/HES2/HES3/HES4/HES5/HES6/HES7:likeclu:13	ARCH1610_HLH_Tcf4	5.39661627443336	0.910131440212069	Ncol	Ncol+Elav+Fox
Nvec_vc1.1_XM_001624803.3	""	""	FALSE	50.98417602247	Nvec_vc1.1_XM_032365297.2	PRDM6	zf-C2H2.HG5.17:PRDM6	ARCH1706_zf_C2H2_CG12605	36.022279471924	0.815707003714937	Ncol	Ncol
Nvec_vc1.1_XM_001624807.3	L51_S25_CI-B8/	28S ribosomal protein S25, mitochondrial	FALSE	72.818351077847	Nvec_vc1.1_XM_048729815.1	ZFP42	zf-C2H2.HG12.2:YY1/YY2/ZFP42	ARCH458_ZFP42_YY1	37.0723845108665	0.875573627932648	Ncol	Ncol+Elav+Fox
Nvec_vc1.1_XM_001624975.3	Serinc/	Serine incorporator 1	FALSE	31.1621473490767	Nvec_vc1.1_XM_032375349.2	""	HLH.HG2.2:like:HES1/HES2/HES3/HES4/HES5/HES6/HES7:likeclu:13	ARCH1610_HLH_Tcf4	5.39661627443336	0.927303419991602	Ncol	Ncol
Nvec_vc1.1_XM_001625050.3	HlyIII/	Progestin and adipoQ receptor family member V	FALSE	28.2463088387696	Nvec_vc1.1_XM_001634550.3	""	HLH.HG2.5:like:HES1/HES2/HES3/HES4/HES5/HES6/HES7:likeclu:13	ARCH691_HLH_TCF3	3.40135495168051	0.838188020542925	Ncol	Ncol+Elav
Nvec_vc1.1_XM_001625346.3	HSP70/	Epididymis secretory sperm binding protein Li 89n	FALSE	348.533933421802	Nvec_vc1.1_XM_032387167.2	FOXD3	Forkhead.HG1.16:FOXD1/FOXD2/FOXD3/FOXD4/FOXD4L1/FOXD4L3/FOXD4L4/FOXD4L5/FOXD4L6/FOXE1/FOXE3/FOXF1/FOXF2/FOXH1/FOXQ1	ARCH1922_Forkhead_FOXR2	119.319215975571	0.922515844834232	Ncol	Ncol+Elav+Fox
Nvec_vc1.1_XM_001625377.3	Peptidase_S8/P_proprotein/	Neuroendocrine convertase 1	FALSE	76.4579499758239	Nvec_vc1.1_XM_032367288.2	GATA2/GATA3	GATA.HG1.8:GATA1/GATA2/GATA3	ARCH7_GATA2_GATA3_Gata4	42.3478719557804	0.933854957087669	Ncol	Ncol+Elav+Fox
Nvec_vc1.1_XM_001625377.3	Peptidase_S8/P_proprotein/	Neuroendocrine convertase 1	FALSE	76.4579499758239	Nvec_vc1.1_XM_032373618.2	""	Homeodomains.HG7.3:like:ANTP_NKX2-1/ANTP_NKX2-2/ANTP_NKX2-3/ANTP_NKX2-4/ANTP_NKX2-5/ANTP_NKX2-6/ANTP_NKX2-8/ANTP_NKX3-1/ANTP_NKX3-2:likeclu:5/8/10/12	ARCH1122_Homeodomains_NKX2_8_Abd_B	58.4544793364164	0.814021059472693	Ncol	Ncol+Elav+Fox
Nvec_vc1.1_XM_001625380.3	Glyco_transf_54/	Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A	FALSE	67.2653815597676	Nvec_vc1.1_XM_032387167.2	FOXD3	Forkhead.HG1.16:FOXD1/FOXD2/FOXD3/FOXD4/FOXD4L1/FOXD4L3/FOXD4L4/FOXD4L5/FOXD4L6/FOXE1/FOXE3/FOXF1/FOXF2/FOXH1/FOXQ1	ARCH1922_Forkhead_FOXR2	119.319215975571	0.804745517238697	Ncol	Ncol
Nvec_vc1.1_XM_001625588.3	RUNX1/RUNX2/RUNX3	Runt_Runx.HG1.1:RUNX1/RUNX2/RUNX3	FALSE	6.74502900851524	Nvec_vc1.1_XM_032363992.2	POU_POU4F1/POU_POU4F2/POU_POU4F3	Homeodomains.HG19.0:POU_POU4F1/POU_POU4F2/POU_POU4F3	ARCH1678_POU3F2_POU3F1_POU3F4_POU3F3	348.533933421802	0.834577114219149	Ncol	Ncol
Nvec_vc1.1_XM_001625588.3	RUNX1/RUNX2/RUNX3	Runt_Runx.HG1.1:RUNX1/RUNX2/RUNX3	FALSE	6.74502900851524	Nvec_vc1.1_XM_032375349.2	""	HLH.HG2.2:like:HES1/HES2/HES3/HES4/HES5/HES6/HES7:likeclu:13	ARCH1610_HLH_Tcf4	5.39661627443336	0.853949699065719	Ncol	Ncol
Nvec_vc1.1_XM_001626025.3	UQ_con/	Ubiquitin-conjugating enzyme E2E 1 (UBC4/5 homolog, yeast)	FALSE	14.5611031157142	Nvec_vc1.1_XM_032367288.2	GATA2/GATA3	GATA.HG1.8:GATA1/GATA2/GATA3	ARCH7_GATA2_GATA3_Gata4	42.3478719557804	0.87994244613292	Ncol	Ncol+Elav+Fox
Nvec_vc1.1_XM_001626025.3	UQ_con/	Ubiquitin-conjugating enzyme E2E 1 (UBC4/5 homolog, yeast)	FALSE	14.5611031157142	Nvec_vc1.1_XM_032369367.2	ASCL4	HLH.HG1.44:ASCL3/ASCL4/ASCL5	ARCH2076_HLH_PTF1A_Ptf1a	143.293213748636	0.878906235189334	Ncol	Ncol+Elav+Fox
