Gene_ID	Family_ID	Cutoff	TF_Status	TF_ID	Motif_ID	ID_JGI_Vienna	PFAM	name	ID_DToL	Percentage_overlap/Blast_ID	Source
Nvec_vc1.1_XM_048721183.1	F082_2.00	0.837833807768996	I	T041870_2.00	M01753_2.00	Nvec_v1g80696	HLH.HG2.21:MAX	HLH:MAX	Nvec_vc1.1_XM_048721183.1	97	Itvl_overlap
Nvec_vc1.1_XM_032385496.2	F082_2.00	0.837833807768996	I	T041876_2.00	M03620_2.00	Nvec_v1g97005	HLH.HG1.14:PTF1A	HLH:PTF1A	Nvec_vc1.1_XM_032385496.2	100	Itvl_overlap
Nvec_vc1.1_XM_032385496.2	F082_2.00	0.837833807768996	I	T041876_2.00	M04156_2.00	Nvec_v1g97005	HLH.HG1.14:PTF1A	HLH:PTF1A	Nvec_vc1.1_XM_032385496.2	100	Itvl_overlap
Nvec_vc1.1_XM_032385496.2	F082_2.00	0.837833807768996	I	T041876_2.00	M04157_2.00	Nvec_v1g97005	HLH.HG1.14:PTF1A	HLH:PTF1A	Nvec_vc1.1_XM_032385496.2	100	Itvl_overlap
Nvec_vc1.1_XM_048728399.1	F091_2.00	0.78175618674948	I	T065167_2.00	M01815_2.00	Nvec_v1g114346	bZIP.HG1.7:CEBPA/CEBPB/CEBPD/CEBPE/CEBPG	bZIP:CEBPA/CEBPB/CEBPD/CEBPE/CEBPG	Nvec_vc1.1_XM_048728399.1	100	Itvl_overlap
Nvec_vc1.1_XM_048728399.1	F091_2.00	0.78175618674948	I	T065167_2.00	M02729_2.00	Nvec_v1g114346	bZIP.HG1.7:CEBPA/CEBPB/CEBPD/CEBPE/CEBPG	bZIP:CEBPA/CEBPB/CEBPD/CEBPE/CEBPG	Nvec_vc1.1_XM_048728399.1	100	Itvl_overlap
Nvec_vc1.1_XM_048728399.1	F091_2.00	0.78175618674948	I	T065167_2.00	M02824_2.00	Nvec_v1g114346	bZIP.HG1.7:CEBPA/CEBPB/CEBPD/CEBPE/CEBPG	bZIP:CEBPA/CEBPB/CEBPD/CEBPE/CEBPG	Nvec_vc1.1_XM_048728399.1	100	Itvl_overlap
Nvec_vc1.1_XM_048728399.1	F091_2.00	0.78175618674948	I	T065167_2.00	M04009_2.00	Nvec_v1g114346	bZIP.HG1.7:CEBPA/CEBPB/CEBPD/CEBPE/CEBPG	bZIP:CEBPA/CEBPB/CEBPD/CEBPE/CEBPG	Nvec_vc1.1_XM_048728399.1	100	Itvl_overlap
Nvec_vc1.1_XM_048728399.1	F091_2.00	0.78175618674948	I	T065167_2.00	M04227_2.00	Nvec_v1g114346	bZIP.HG1.7:CEBPA/CEBPB/CEBPD/CEBPE/CEBPG	bZIP:CEBPA/CEBPB/CEBPD/CEBPE/CEBPG	Nvec_vc1.1_XM_048728399.1	100	Itvl_overlap
Nvec_vc1.1_XM_048728399.1	F091_2.00	0.78175618674948	I	T065167_2.00	M04228_2.00	Nvec_v1g114346	bZIP.HG1.7:CEBPA/CEBPB/CEBPD/CEBPE/CEBPG	bZIP:CEBPA/CEBPB/CEBPD/CEBPE/CEBPG	Nvec_vc1.1_XM_048728399.1	100	Itvl_overlap
Nvec_vc1.1_XM_001628737.3	F091_2.00	0.78175618674948	I	T065168_2.00	M00123_2.00	Nvec_v1g118896	bZIP_Maf/	bZIP:like:MAF/MAFA/MAFB/MAFF/MAFG/MAFK/NRL:likeclu:0/1	Nvec_vc1.1_XM_001628737.3	100	Itvl_overlap
Nvec_vc1.1_XM_001628737.3	F091_2.00	0.78175618674948	I	T065168_2.00	M00126_2.00	Nvec_v1g118896	bZIP_Maf/	bZIP:like:MAF/MAFA/MAFB/MAFF/MAFG/MAFK/NRL:likeclu:0/1	Nvec_vc1.1_XM_001628737.3	100	Itvl_overlap
Nvec_vc1.1_XM_001628737.3	F091_2.00	0.78175618674948	I	T065168_2.00	M01814_2.00	Nvec_v1g118896	bZIP_Maf/	bZIP:like:MAF/MAFA/MAFB/MAFF/MAFG/MAFK/NRL:likeclu:0/1	Nvec_vc1.1_XM_001628737.3	100	Itvl_overlap
Nvec_vc1.1_XM_001628737.3	F091_2.00	0.78175618674948	I	T065168_2.00	M02854_2.00	Nvec_v1g118896	bZIP_Maf/	bZIP:like:MAF/MAFA/MAFB/MAFF/MAFG/MAFK/NRL:likeclu:0/1	Nvec_vc1.1_XM_001628737.3	100	Itvl_overlap
Nvec_vc1.1_XM_001628737.3	F091_2.00	0.78175618674948	I	T065168_2.00	M02855_2.00	Nvec_v1g118896	bZIP_Maf/	bZIP:like:MAF/MAFA/MAFB/MAFF/MAFG/MAFK/NRL:likeclu:0/1	Nvec_vc1.1_XM_001628737.3	100	Itvl_overlap
Nvec_vc1.1_XM_001628737.3	F091_2.00	0.78175618674948	I	T065168_2.00	M02856_2.00	Nvec_v1g118896	bZIP_Maf/	bZIP:like:MAF/MAFA/MAFB/MAFF/MAFG/MAFK/NRL:likeclu:0/1	Nvec_vc1.1_XM_001628737.3	100	Itvl_overlap
Nvec_vc1.1_XM_001628737.3	F091_2.00	0.78175618674948	I	T065168_2.00	M02857_2.00	Nvec_v1g118896	bZIP_Maf/	bZIP:like:MAF/MAFA/MAFB/MAFF/MAFG/MAFK/NRL:likeclu:0/1	Nvec_vc1.1_XM_001628737.3	100	Itvl_overlap
Nvec_vc1.1_XM_001628737.3	F091_2.00	0.78175618674948	I	T065168_2.00	M02858_2.00	Nvec_v1g118896	bZIP_Maf/	bZIP:like:MAF/MAFA/MAFB/MAFF/MAFG/MAFK/NRL:likeclu:0/1	Nvec_vc1.1_XM_001628737.3	100	Itvl_overlap
Nvec_vc1.1_XM_001628737.3	F091_2.00	0.78175618674948	I	T065168_2.00	M02869_2.00	Nvec_v1g118896	bZIP_Maf/	bZIP:like:MAF/MAFA/MAFB/MAFF/MAFG/MAFK/NRL:likeclu:0/1	Nvec_vc1.1_XM_001628737.3	100	Itvl_overlap
Nvec_vc1.1_XM_001628737.3	F091_2.00	0.78175618674948	I	T065168_2.00	M02870_2.00	Nvec_v1g118896	bZIP_Maf/	bZIP:like:MAF/MAFA/MAFB/MAFF/MAFG/MAFK/NRL:likeclu:0/1	Nvec_vc1.1_XM_001628737.3	100	Itvl_overlap
Nvec_vc1.1_XM_001628737.3	F091_2.00	0.78175618674948	I	T065168_2.00	M02871_2.00	Nvec_v1g118896	bZIP_Maf/	bZIP:like:MAF/MAFA/MAFB/MAFF/MAFG/MAFK/NRL:likeclu:0/1	Nvec_vc1.1_XM_001628737.3	100	Itvl_overlap
Nvec_vc1.1_XM_001628737.3	F091_2.00	0.78175618674948	I	T065168_2.00	M04039_2.00	Nvec_v1g118896	bZIP_Maf/	bZIP:like:MAF/MAFA/MAFB/MAFF/MAFG/MAFK/NRL:likeclu:0/1	Nvec_vc1.1_XM_001628737.3	100	Itvl_overlap
Nvec_vc1.1_XM_001628737.3	F091_2.00	0.78175618674948	I	T065168_2.00	M04040_2.00	Nvec_v1g118896	bZIP_Maf/	bZIP:like:MAF/MAFA/MAFB/MAFF/MAFG/MAFK/NRL:likeclu:0/1	Nvec_vc1.1_XM_001628737.3	100	Itvl_overlap
Nvec_vc1.1_XM_001628737.3	F091_2.00	0.78175618674948	I	T065168_2.00	M04343_2.00	Nvec_v1g118896	bZIP_Maf/	bZIP:like:MAF/MAFA/MAFB/MAFF/MAFG/MAFK/NRL:likeclu:0/1	Nvec_vc1.1_XM_001628737.3	100	Itvl_overlap
Nvec_vc1.1_XM_001628737.3	F091_2.00	0.78175618674948	I	T065168_2.00	M04344_2.00	Nvec_v1g118896	bZIP_Maf/	bZIP:like:MAF/MAFA/MAFB/MAFF/MAFG/MAFK/NRL:likeclu:0/1	Nvec_vc1.1_XM_001628737.3	100	Itvl_overlap
Nvec_vc1.1_XM_001628737.3	F091_2.00	0.78175618674948	I	T065168_2.00	M04345_2.00	Nvec_v1g118896	bZIP_Maf/	bZIP:like:MAF/MAFA/MAFB/MAFF/MAFG/MAFK/NRL:likeclu:0/1	Nvec_vc1.1_XM_001628737.3	100	Itvl_overlap
Nvec_vc1.1_XM_001628737.3	F091_2.00	0.78175618674948	I	T065168_2.00	M04346_2.00	Nvec_v1g118896	bZIP_Maf/	bZIP:like:MAF/MAFA/MAFB/MAFF/MAFG/MAFK/NRL:likeclu:0/1	Nvec_vc1.1_XM_001628737.3	100	Itvl_overlap
Nvec_vc1.1_XM_001628737.3	F091_2.00	0.78175618674948	I	T065168_2.00	M04347_2.00	Nvec_v1g118896	bZIP_Maf/	bZIP:like:MAF/MAFA/MAFB/MAFF/MAFG/MAFK/NRL:likeclu:0/1	Nvec_vc1.1_XM_001628737.3	100	Itvl_overlap
Nvec_vc1.1_XM_001628737.3	F091_2.00	0.78175618674948	I	T065168_2.00	M04348_2.00	Nvec_v1g118896	bZIP_Maf/	bZIP:like:MAF/MAFA/MAFB/MAFF/MAFG/MAFK/NRL:likeclu:0/1	Nvec_vc1.1_XM_001628737.3	100	Itvl_overlap
Nvec_vc1.1_XM_001628737.3	F091_2.00	0.78175618674948	I	T065168_2.00	M04349_2.00	Nvec_v1g118896	bZIP_Maf/	bZIP:like:MAF/MAFA/MAFB/MAFF/MAFG/MAFK/NRL:likeclu:0/1	Nvec_vc1.1_XM_001628737.3	100	Itvl_overlap
Nvec_vc1.1_XM_001628737.3	F091_2.00	0.78175618674948	I	T065168_2.00	M04350_2.00	Nvec_v1g118896	bZIP_Maf/	bZIP:like:MAF/MAFA/MAFB/MAFF/MAFG/MAFK/NRL:likeclu:0/1	Nvec_vc1.1_XM_001628737.3	100	Itvl_overlap
Nvec_vc1.1_XM_001628737.3	F091_2.00	0.78175618674948	I	T065168_2.00	M04351_2.00	Nvec_v1g118896	bZIP_Maf/	bZIP:like:MAF/MAFA/MAFB/MAFF/MAFG/MAFK/NRL:likeclu:0/1	Nvec_vc1.1_XM_001628737.3	100	Itvl_overlap
Nvec_vc1.1_XM_001628737.3	F091_2.00	0.78175618674948	I	T065168_2.00	M04352_2.00	Nvec_v1g118896	bZIP_Maf/	bZIP:like:MAF/MAFA/MAFB/MAFF/MAFG/MAFK/NRL:likeclu:0/1	Nvec_vc1.1_XM_001628737.3	100	Itvl_overlap
Nvec_vc1.1_XM_001628737.3	F091_2.00	0.78175618674948	I	T065168_2.00	M04353_2.00	Nvec_v1g118896	bZIP_Maf/	bZIP:like:MAF/MAFA/MAFB/MAFF/MAFG/MAFK/NRL:likeclu:0/1	Nvec_vc1.1_XM_001628737.3	100	Itvl_overlap
Nvec_vc1.1_XM_001628737.3	F091_2.00	0.78175618674948	I	T065168_2.00	M04354_2.00	Nvec_v1g118896	bZIP_Maf/	bZIP:like:MAF/MAFA/MAFB/MAFF/MAFG/MAFK/NRL:likeclu:0/1	Nvec_vc1.1_XM_001628737.3	100	Itvl_overlap
Nvec_vc1.1_XM_001628737.3	F091_2.00	0.78175618674948	I	T065168_2.00	M04355_2.00	Nvec_v1g118896	bZIP_Maf/	bZIP:like:MAF/MAFA/MAFB/MAFF/MAFG/MAFK/NRL:likeclu:0/1	Nvec_vc1.1_XM_001628737.3	100	Itvl_overlap
Nvec_vc1.1_XM_001628737.3	F091_2.00	0.78175618674948	I	T065168_2.00	M04356_2.00	Nvec_v1g118896	bZIP_Maf/	bZIP:like:MAF/MAFA/MAFB/MAFF/MAFG/MAFK/NRL:likeclu:0/1	Nvec_vc1.1_XM_001628737.3	100	Itvl_overlap
Nvec_vc1.1_XM_001628737.3	F091_2.00	0.78175618674948	I	T065168_2.00	M04365_2.00	Nvec_v1g118896	bZIP_Maf/	bZIP:like:MAF/MAFA/MAFB/MAFF/MAFG/MAFK/NRL:likeclu:0/1	Nvec_vc1.1_XM_001628737.3	100	Itvl_overlap
Nvec_vc1.1_XM_001628737.3	F091_2.00	0.78175618674948	I	T065168_2.00	M04366_2.00	Nvec_v1g118896	bZIP_Maf/	bZIP:like:MAF/MAFA/MAFB/MAFF/MAFG/MAFK/NRL:likeclu:0/1	Nvec_vc1.1_XM_001628737.3	100	Itvl_overlap
Nvec_vc1.1_XM_001628737.3	F091_2.00	0.78175618674948	I	T065168_2.00	M04367_2.00	Nvec_v1g118896	bZIP_Maf/	bZIP:like:MAF/MAFA/MAFB/MAFF/MAFG/MAFK/NRL:likeclu:0/1	Nvec_vc1.1_XM_001628737.3	100	Itvl_overlap
Nvec_vc1.1_XM_001628737.3	F091_2.00	0.78175618674948	I	T065168_2.00	M04368_2.00	Nvec_v1g118896	bZIP_Maf/	bZIP:like:MAF/MAFA/MAFB/MAFF/MAFG/MAFK/NRL:likeclu:0/1	Nvec_vc1.1_XM_001628737.3	100	Itvl_overlap
Nvec_vc1.1_XM_001628737.3	F091_2.00	0.78175618674948	I	T065168_2.00	M04369_2.00	Nvec_v1g118896	bZIP_Maf/	bZIP:like:MAF/MAFA/MAFB/MAFF/MAFG/MAFK/NRL:likeclu:0/1	Nvec_vc1.1_XM_001628737.3	100	Itvl_overlap
Nvec_vc1.1_XM_001628737.3	F091_2.00	0.78175618674948	I	T065168_2.00	M04370_2.00	Nvec_v1g118896	bZIP_Maf/	bZIP:like:MAF/MAFA/MAFB/MAFF/MAFG/MAFK/NRL:likeclu:0/1	Nvec_vc1.1_XM_001628737.3	100	Itvl_overlap
Nvec_vc1.1_XM_001628737.3	F091_2.00	0.78175618674948	I	T065168_2.00	M04371_2.00	Nvec_v1g118896	bZIP_Maf/	bZIP:like:MAF/MAFA/MAFB/MAFF/MAFG/MAFK/NRL:likeclu:0/1	Nvec_vc1.1_XM_001628737.3	100	Itvl_overlap
Nvec_vc1.1_XM_001628737.3	F091_2.00	0.78175618674948	I	T065168_2.00	M04372_2.00	Nvec_v1g118896	bZIP_Maf/	bZIP:like:MAF/MAFA/MAFB/MAFF/MAFG/MAFK/NRL:likeclu:0/1	Nvec_vc1.1_XM_001628737.3	100	Itvl_overlap
Nvec_vc1.1_XM_001628737.3	F091_2.00	0.78175618674948	I	T065168_2.00	M04373_2.00	Nvec_v1g118896	bZIP_Maf/	bZIP:like:MAF/MAFA/MAFB/MAFF/MAFG/MAFK/NRL:likeclu:0/1	Nvec_vc1.1_XM_001628737.3	100	Itvl_overlap
Nvec_vc1.1_XM_001628737.3	F091_2.00	0.78175618674948	I	T065168_2.00	M04374_2.00	Nvec_v1g118896	bZIP_Maf/	bZIP:like:MAF/MAFA/MAFB/MAFF/MAFG/MAFK/NRL:likeclu:0/1	Nvec_vc1.1_XM_001628737.3	100	Itvl_overlap
Nvec_vc1.1_XM_001629694.3	F091_2.00	0.78175618674948	I	T065175_2.00	M00757_2.00	Nvec_v1g211292	bZIP.HG7.0:XBP1	bZIP:XBP1	Nvec_vc1.1_XM_001629694.3	99	Itvl_overlap
Nvec_vc1.1_XM_001629694.3	F091_2.00	0.78175618674948	I	T065175_2.00	M01802_2.00	Nvec_v1g211292	bZIP.HG7.0:XBP1	bZIP:XBP1	Nvec_vc1.1_XM_001629694.3	99	Itvl_overlap
Nvec_vc1.1_XM_001629694.3	F091_2.00	0.78175618674948	I	T065175_2.00	M02730_2.00	Nvec_v1g211292	bZIP.HG7.0:XBP1	bZIP:XBP1	Nvec_vc1.1_XM_001629694.3	99	Itvl_overlap
Nvec_vc1.1_XM_001629694.3	F091_2.00	0.78175618674948	I	T065175_2.00	M02825_2.00	Nvec_v1g211292	bZIP.HG7.0:XBP1	bZIP:XBP1	Nvec_vc1.1_XM_001629694.3	99	Itvl_overlap
Nvec_vc1.1_XM_001629694.3	F091_2.00	0.78175618674948	I	T065175_2.00	M02826_2.00	Nvec_v1g211292	bZIP.HG7.0:XBP1	bZIP:XBP1	Nvec_vc1.1_XM_001629694.3	99	Itvl_overlap
Nvec_vc1.1_XM_001629694.3	F091_2.00	0.78175618674948	I	T065175_2.00	M04010_2.00	Nvec_v1g211292	bZIP.HG7.0:XBP1	bZIP:XBP1	Nvec_vc1.1_XM_001629694.3	99	Itvl_overlap
Nvec_vc1.1_XM_001629694.3	F091_2.00	0.78175618674948	I	T065175_2.00	M04011_2.00	Nvec_v1g211292	bZIP.HG7.0:XBP1	bZIP:XBP1	Nvec_vc1.1_XM_001629694.3	99	Itvl_overlap
Nvec_vc1.1_XM_001629694.3	F091_2.00	0.78175618674948	I	T065175_2.00	M04012_2.00	Nvec_v1g211292	bZIP.HG7.0:XBP1	bZIP:XBP1	Nvec_vc1.1_XM_001629694.3	99	Itvl_overlap
Nvec_vc1.1_XM_001629694.3	F091_2.00	0.78175618674948	I	T065175_2.00	M04231_2.00	Nvec_v1g211292	bZIP.HG7.0:XBP1	bZIP:XBP1	Nvec_vc1.1_XM_001629694.3	99	Itvl_overlap
Nvec_vc1.1_XM_001629694.3	F091_2.00	0.78175618674948	I	T065175_2.00	M04232_2.00	Nvec_v1g211292	bZIP.HG7.0:XBP1	bZIP:XBP1	Nvec_vc1.1_XM_001629694.3	99	Itvl_overlap
Nvec_vc1.1_XM_001629694.3	F091_2.00	0.78175618674948	I	T065175_2.00	M04233_2.00	Nvec_v1g211292	bZIP.HG7.0:XBP1	bZIP:XBP1	Nvec_vc1.1_XM_001629694.3	99	Itvl_overlap
Nvec_vc1.1_XM_001629694.3	F091_2.00	0.78175618674948	I	T065175_2.00	M04234_2.00	Nvec_v1g211292	bZIP.HG7.0:XBP1	bZIP:XBP1	Nvec_vc1.1_XM_001629694.3	99	Itvl_overlap
Nvec_vc1.1_XM_001633273.3	F091_2.00	0.78175618674948	I	T065179_2.00	M01805_2.00	Nvec_v1g232694	bZIP.HG1.11:FOS/FOSB/FOSL1/FOSL2	bZIP:FOS/FOSB/FOSL1/FOSL2	Nvec_vc1.1_XM_001633273.3	97	Itvl_overlap
Nvec_vc1.1_XM_001633273.3	F091_2.00	0.78175618674948	I	T065179_2.00	M04035_2.00	Nvec_v1g232694	bZIP.HG1.11:FOS/FOSB/FOSL1/FOSL2	bZIP:FOS/FOSB/FOSL1/FOSL2	Nvec_vc1.1_XM_001633273.3	97	Itvl_overlap
Nvec_vc1.1_XM_001633273.3	F091_2.00	0.78175618674948	I	T065179_2.00	M04036_2.00	Nvec_v1g232694	bZIP.HG1.11:FOS/FOSB/FOSL1/FOSL2	bZIP:FOS/FOSB/FOSL1/FOSL2	Nvec_vc1.1_XM_001633273.3	97	Itvl_overlap
Nvec_vc1.1_XM_001633273.3	F091_2.00	0.78175618674948	I	T065179_2.00	M04333_2.00	Nvec_v1g232694	bZIP.HG1.11:FOS/FOSB/FOSL1/FOSL2	bZIP:FOS/FOSB/FOSL1/FOSL2	Nvec_vc1.1_XM_001633273.3	97	Itvl_overlap
Nvec_vc1.1_XM_001633273.3	F091_2.00	0.78175618674948	I	T065179_2.00	M04334_2.00	Nvec_v1g232694	bZIP.HG1.11:FOS/FOSB/FOSL1/FOSL2	bZIP:FOS/FOSB/FOSL1/FOSL2	Nvec_vc1.1_XM_001633273.3	97	Itvl_overlap
Nvec_vc1.1_XM_001633273.3	F091_2.00	0.78175618674948	I	T065179_2.00	M04335_2.00	Nvec_v1g232694	bZIP.HG1.11:FOS/FOSB/FOSL1/FOSL2	bZIP:FOS/FOSB/FOSL1/FOSL2	Nvec_vc1.1_XM_001633273.3	97	Itvl_overlap
Nvec_vc1.1_XM_001633273.3	F091_2.00	0.78175618674948	I	T065179_2.00	M04336_2.00	Nvec_v1g232694	bZIP.HG1.11:FOS/FOSB/FOSL1/FOSL2	bZIP:FOS/FOSB/FOSL1/FOSL2	Nvec_vc1.1_XM_001633273.3	97	Itvl_overlap
